credit_sco,credit_amo,tenure,balance,cred_card,active,saving,checking,clusters
642,1880,long term,no balance,yes,no,little,little,2
779,7980,new,good balance,no,no,none,none,3
671,4583,long term,no balance,yes,no,little,little,0
495,1386,new,excellent balance,yes,no,quite rich,none,2
850,947,new,good balance,no,yes,little,rich,2
630,684,loyal,no balance,no,yes,little,little,2
588,7476,new,no balance,yes,yes,little,little,3
562,1922,new,excellent balance,no,yes,little,moderate,2
740,2303,long term,good balance,yes,yes,little,little,2
695,8086,long term,excellent balance,yes,yes,moderate,moderate,3
589,2346,long term,no balance,no,no,little,none,2
607,3973,new,good balance,yes,yes,little,little,0
794,888,long term,no balance,yes,yes,little,moderate,2
580,10222,loyal,excellent balance,no,no,none,none,1
644,4221,loyal,good balance,no,no,little,moderate,0
636,6361,new,no balance,yes,no,little,moderate,3
599,1297,new,excellent balance,yes,yes,little,rich,2
507,900,new,no balance,yes,no,none,little,2
682,2241,long term,no balance,yes,no,little,none,2
714,1050,long term,no balance,yes,no,little,moderate,2
696,1047,loyal,excellent balance,yes,no,little,rich,2
599,6314,new,no balance,yes,yes,little,none,3
577,3496,new,excellent balance,yes,no,rich,moderate,0
733,3609,long term,no balance,yes,no,little,none,0
647,4843,long term,no balance,yes,no,little,little,0
831,3017,new,no balance,no,no,little,rich,0
543,4139,long term,good balance,yes,yes,moderate,none,0
679,5742,long term,excellent balance,yes,no,moderate,none,3
713,10366,long term,excellent balance,yes,no,little,none,1
690,2080,new,excellent balance,no,no,quite rich,none,2
751,2580,new,excellent balance,yes,no,quite rich,none,0
613,4530,loyal,excellent balance,no,no,little,none,0
701,5150,new,good balance,no,yes,little,none,0
698,5595,long term,excellent balance,no,yes,moderate,moderate,3
451,2384,new,no balance,yes,yes,little,little,2
665,1453,loyal,excellent balance,yes,no,little,none,2
726,1538,loyal,good balance,no,yes,little,none,2
608,2279,long term,excellent balance,no,yes,none,none,2
549,1478,long term,no balance,yes,yes,little,none,2
803,5103,long term,no balance,yes,no,little,none,0
663,9857,long term,good balance,yes,no,moderate,moderate,3
558,6527,new,excellent balance,no,no,none,none,3
714,1347,long term,no balance,no,no,none,rich,2
704,2862,long term,no balance,yes,no,moderate,moderate,0
805,2753,loyal,good balance,yes,no,moderate,none,0
659,3651,loyal,excellent balance,yes,no,rich,little,0
738,975,loyal,good balance,yes,yes,little,little,2
635,2631,new,good balance,yes,no,moderate,moderate,0
530,2896,long term,no balance,yes,no,moderate,moderate,0
661,4716,long term,excellent balance,no,yes,none,little,0
531,2284,new,good balance,no,no,little,none,2
694,1236,long term,good balance,no,no,quite rich,none,2
731,1103,long term,no balance,no,no,little,moderate,2
556,926,new,excellent balance,no,yes,little,none,2
647,1800,new,good balance,yes,no,little,none,2
850,1905,new,excellent balance,no,yes,little,rich,2
573,1123,new,excellent balance,yes,yes,quite rich,none,2
591,6331,long term,no balance,yes,yes,little,little,3
723,1377,long term,no balance,no,no,moderate,rich,2
617,2503,new,good balance,yes,yes,moderate,moderate,0
704,2528,loyal,good balance,yes,no,little,moderate,0
457,5324,long term,excellent balance,no,yes,quite rich,none,0
787,6560,new,excellent balance,yes,yes,moderate,moderate,3
651,2969,loyal,no balance,yes,no,little,moderate,0
612,1206,long term,excellent balance,yes,yes,little,moderate,2
828,2118,new,good balance,yes,no,little,moderate,2
724,629,new,no balance,yes,yes,quite rich,none,2
648,1198,loyal,good balance,yes,yes,little,little,2
569,2476,new,good balance,no,no,none,none,2
765,1138,loyal,excellent balance,no,no,little,little,2
577,14027,new,excellent balance,no,yes,little,moderate,1
603,7596,new,no balance,yes,no,none,none,3
568,3077,new,excellent balance,no,no,none,none,0
748,1505,new,good balance,no,no,little,none,2
573,3148,long term,no balance,yes,yes,none,rich,0
771,6148,long term,no balance,no,yes,moderate,moderate,3
763,1337,loyal,no balance,yes,yes,little,rich,2
410,433,long term,good balance,yes,yes,rich,moderate,2
728,1228,loyal,excellent balance,no,yes,little,little,2
655,790,new,no balance,no,yes,quite rich,moderate,2
580,2570,long term,excellent balance,yes,yes,little,none,0
712,250,long term,excellent balance,yes,yes,rich,none,2
680,1316,loyal,no balance,yes,no,quite rich,none,2
383,1882,loyal,good balance,no,no,little,little,2
721,6416,loyal,no balance,yes,no,little,moderate,3
620,1275,new,no balance,no,yes,rich,rich,2
774,6403,loyal,good balance,no,no,little,moderate,3
563,1987,new,good balance,no,no,little,little,2
850,760,loyal,good balance,yes,yes,little,moderate,2
681,2603,loyal,good balance,yes,yes,rich,none,0
631,3380,loyal,excellent balance,yes,no,little,none,0
614,3990,new,good balance,yes,yes,none,moderate,0
704,11560,loyal,excellent balance,yes,yes,little,moderate,1
786,4380,new,excellent balance,no,no,moderate,little,0
534,6761,long term,no balance,yes,yes,little,none,3
590,4280,new,good balance,no,yes,moderate,moderate,0
583,2325,new,good balance,yes,no,moderate,little,2
656,1048,new,no balance,yes,yes,little,moderate,2
597,3160,loyal,no balance,yes,no,none,none,0
588,2483,new,excellent balance,yes,no,quite rich,little,2
667,14179,new,good balance,yes,no,none,little,1
627,1797,new,excellent balance,no,yes,little,little,2
708,2511,loyal,no balance,no,yes,little,little,0
641,1274,long term,good balance,yes,no,little,little,2
527,5248,new,excellent balance,yes,yes,none,none,0
592,3029,new,good balance,yes,yes,little,none,0
465,428,loyal,no balance,yes,no,little,little,2
628,976,long term,no balance,no,no,little,little,2
678,841,new,excellent balance,yes,no,moderate,moderate,2
570,5771,long term,excellent balance,yes,yes,little,none,3
815,1555,new,excellent balance,yes,no,rich,none,2
817,1285,long term,good balance,yes,no,none,little,2
717,1299,long term,no balance,yes,yes,little,rich,2
641,1271,new,excellent balance,no,yes,none,rich,2
624,1393,loyal,excellent balance,yes,yes,little,none,2
579,691,long term,excellent balance,yes,yes,little,little,2
698,5045,new,excellent balance,yes,yes,none,none,0
645,2124,long term,no balance,no,yes,little,little,2
691,2214,loyal,excellent balance,yes,no,little,little,2
638,12680,long term,good balance,yes,yes,none,none,1
705,2463,new,good balance,no,no,moderate,none,2
720,1155,loyal,no balance,yes,yes,little,moderate,2
553,3108,long term,no balance,yes,no,little,little,0
658,2901,loyal,no balance,no,yes,none,none,0
648,3617,loyal,excellent balance,yes,no,little,moderate,0
636,1655,new,no balance,yes,yes,little,none,2
527,2812,loyal,excellent balance,yes,yes,none,little,0
717,8065,loyal,good balance,no,no,little,little,3
614,3275,new,excellent balance,no,no,little,none,0
737,2223,new,good balance,yes,no,moderate,none,2
587,1480,new,good balance,no,yes,quite rich,rich,2
682,1371,new,excellent balance,yes,yes,none,little,2
710,3535,new,excellent balance,yes,yes,little,none,0
507,3509,long term,no balance,yes,no,little,little,0
609,5711,long term,good balance,no,no,rich,none,3
786,3872,loyal,no balance,yes,no,little,moderate,0
688,4933,long term,excellent balance,yes,no,little,moderate,0
710,1940,new,no balance,yes,no,rich,none,2
779,1410,new,no balance,yes,no,little,moderate,2
733,836,long term,excellent balance,no,yes,moderate,moderate,2
583,6468,loyal,good balance,yes,no,none,moderate,3
627,1941,new,no balance,yes,no,rich,moderate,2
666,2675,new,excellent balance,yes,yes,quite rich,none,0
620,2751,new,no balance,yes,yes,none,none,0
614,6224,long term,no balance,yes,yes,little,moderate,3
606,5998,long term,good balance,yes,no,little,little,3
700,1188,long term,excellent balance,yes,yes,little,moderate,2
677,6313,new,excellent balance,yes,yes,none,none,3
850,1221,long term,good balance,yes,no,none,none,2
564,2892,long term,no balance,yes,no,little,rich,0
771,3062,new,no balance,yes,yes,quite rich,none,0
620,2301,loyal,excellent balance,yes,yes,moderate,none,2
610,7511,long term,good balance,yes,no,none,little,3
609,1258,new,excellent balance,yes,no,little,none,2
683,717,long term,excellent balance,no,yes,none,none,2
633,1549,new,excellent balance,no,yes,none,moderate,2
676,1597,new,good balance,yes,yes,little,none,2
693,1795,long term,excellent balance,yes,yes,little,moderate,2
709,4272,new,no balance,yes,no,little,little,0
569,976,new,good balance,yes,no,none,none,2
684,7472,new,excellent balance,yes,no,none,moderate,3
565,9271,long term,no balance,yes,yes,little,little,3
681,590,loyal,no balance,yes,no,little,moderate,2
503,930,loyal,no balance,yes,yes,none,none,2
656,9283,new,no balance,yes,yes,little,moderate,3
566,1778,long term,excellent balance,yes,no,little,moderate,2
592,907,long term,no balance,yes,yes,little,moderate,2
687,484,long term,no balance,yes,no,little,moderate,2
686,9629,loyal,no balance,no,no,little,little,3
616,3051,new,no balance,yes,no,little,little,0
494,3931,long term,no balance,yes,yes,little,little,0
534,7432,new,no balance,no,no,little,moderate,3
695,1338,loyal,no balance,no,yes,quite rich,none,2
579,1554,loyal,no balance,yes,no,little,none,2
432,15857,new,excellent balance,yes,yes,little,little,1
816,1345,new,excellent balance,yes,yes,little,little,2
730,1101,new,no balance,yes,yes,little,none,2
593,3016,long term,excellent balance,yes,yes,little,rich,0
715,2712,loyal,good balance,no,no,little,little,0
775,731,loyal,good balance,yes,no,little,little,2
539,3780,long term,no balance,yes,no,little,none,0
576,1602,long term,no balance,no,no,little,little,2
617,3966,long term,no balance,yes,no,little,little,0
688,4165,long term,no balance,yes,yes,little,none,0
608,8335,long term,no balance,no,yes,none,little,3
597,6681,loyal,no balance,no,yes,none,moderate,3
670,2375,long term,good balance,yes,yes,quite rich,none,2
616,1216,long term,good balance,yes,yes,little,little,2
579,11816,long term,good balance,no,yes,little,little,1
786,5084,long term,excellent balance,yes,yes,none,moderate,0
704,2327,loyal,excellent balance,yes,no,little,rich,2
796,1082,new,good balance,yes,yes,little,little,2
598,886,new,no balance,yes,no,none,none,2
602,601,new,excellent balance,no,no,little,none,2
619,2957,long term,excellent balance,yes,yes,little,little,0
492,2611,loyal,excellent balance,yes,no,little,none,0
641,5179,long term,good balance,yes,no,little,little,0
518,2993,new,excellent balance,yes,yes,little,none,0
623,1943,long term,no balance,yes,no,little,none,2
733,1559,long term,no balance,no,no,little,none,2
625,3422,long term,good balance,yes,no,little,none,0
759,3976,new,good balance,yes,yes,none,moderate,0
604,6761,long term,excellent balance,yes,no,none,none,3
512,1249,new,no balance,yes,yes,little,none,2
520,1364,loyal,good balance,yes,no,little,little,2
805,709,new,no balance,yes,yes,little,little,2
626,2235,long term,excellent balance,yes,no,little,little,2
656,4042,loyal,no balance,yes,yes,none,none,0
785,1471,long term,no balance,yes,yes,little,none,2
553,1442,long term,no balance,no,no,little,little,2
569,10875,long term,no balance,no,no,little,none,1
670,1474,loyal,good balance,no,no,moderate,none,2
586,894,long term,no balance,yes,yes,none,none,2
617,3343,new,no balance,yes,no,little,none,0
508,3959,long term,excellent balance,yes,yes,little,little,0
624,3577,long term,good balance,yes,yes,moderate,none,0
654,5804,long term,excellent balance,yes,yes,rich,none,3
681,2169,new,good balance,yes,yes,little,none,2
578,2439,long term,no balance,no,no,little,little,2
621,4526,loyal,good balance,yes,no,rich,none,0
632,2210,long term,excellent balance,yes,yes,little,none,2
644,2221,long term,good balance,yes,no,quite rich,none,2
821,2389,new,no balance,yes,no,little,little,2
754,3331,new,no balance,no,no,little,none,0
568,7409,new,good balance,no,yes,none,none,3
584,652,new,no balance,no,yes,little,little,2
549,7678,loyal,no balance,yes,yes,quite rich,none,3
729,1343,long term,no balance,no,no,little,rich,2
523,1382,loyal,good balance,yes,yes,moderate,little,2
477,874,new,good balance,no,no,none,none,2
675,3590,new,good balance,yes,no,little,little,0
782,1322,long term,no balance,yes,no,rich,moderate,2
616,1940,long term,no balance,yes,yes,little,little,2
738,3595,loyal,good balance,yes,yes,little,none,0
717,1422,long term,excellent balance,yes,no,little,little,2
526,6742,loyal,good balance,yes,no,none,none,3
660,7814,long term,excellent balance,yes,yes,little,none,3
525,9277,long term,excellent balance,no,yes,none,none,3
629,2181,long term,no balance,yes,yes,none,moderate,2
616,1098,loyal,good balance,yes,no,little,none,2
521,4057,new,excellent balance,yes,yes,little,moderate,0
691,795,loyal,no balance,no,no,little,little,2
687,2825,new,excellent balance,yes,no,none,moderate,0
677,15672,new,excellent balance,yes,yes,little,moderate,1
695,6614,new,excellent balance,yes,yes,little,none,3
663,7824,loyal,no balance,yes,no,none,none,3
496,2442,new,good balance,no,yes,little,little,2
747,1829,loyal,no balance,yes,no,little,none,2
546,2171,new,no balance,yes,no,little,little,2
706,5800,long term,good balance,yes,yes,little,moderate,3
472,1169,long term,no balance,yes,no,none,none,2
703,8947,long term,no balance,no,yes,none,none,3
850,2606,new,no balance,yes,no,little,little,0
667,1592,long term,excellent balance,no,yes,rich,none,2
559,2186,loyal,good balance,yes,no,none,none,2
636,4153,long term,excellent balance,yes,yes,little,little,0
672,2625,loyal,no balance,yes,yes,little,little,0
667,3485,long term,no balance,no,yes,none,none,0
648,10477,long term,excellent balance,no,yes,none,none,1
497,1386,loyal,no balance,yes,no,none,none,2
743,1278,long term,no balance,no,yes,little,none,2
619,1107,long term,no balance,yes,no,little,little,2
639,3763,long term,excellent balance,no,no,none,little,0
540,3711,loyal,no balance,no,no,none,moderate,0
766,3594,new,good balance,yes,yes,little,none,0
749,3195,long term,no balance,no,yes,none,moderate,0
655,4454,loyal,good balance,yes,no,little,none,0
630,4736,loyal,no balance,yes,no,little,moderate,0
778,2991,long term,good balance,yes,no,none,moderate,0
757,2142,long term,excellent balance,no,no,rich,none,2
529,3161,new,good balance,yes,yes,little,little,0
620,18424,loyal,no balance,yes,no,little,moderate,1
615,2848,new,good balance,yes,no,moderate,none,0
735,14896,new,good balance,no,no,little,little,1
705,2359,new,good balance,no,yes,moderate,little,2
644,3345,long term,good balance,no,no,little,little,0
505,1817,long term,excellent balance,no,yes,little,none,2
471,12749,long term,good balance,yes,no,quite rich,none,1
722,1366,long term,excellent balance,yes,yes,little,little,2
